fare,deplocation,arrlocation,deptime,arrcity,depcity,duration,arrtime
$31.00,"Katy Mills Mall, Entrance 5",(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,10:05 PM,"New Orleans, LA","Houston, TX",7hrs 40mins,5:45 AM
$31.00,815 Pierce St near Travis St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,11:15 PM,"New Orleans, LA","Houston, TX",6hrs 30mins,5:45 AM
$1.00,815 Pierce St near Travis St,South corner of 4th St and Broadway St,7:15 AM,"San Antonio, TX","Houston, TX",3hrs 0mins,10:15 AM
$1.00,"Katy Mills Mall, Entrance 5",South corner of 4th St and Broadway St,8:00 AM,"San Antonio, TX","Houston, TX",2hrs 15mins,10:15 AM
$3.00,815 Pierce St near Travis St,South corner of 4th St and Broadway St,12:00 PM,"San Antonio, TX","Houston, TX",3hrs 30mins,3:30 PM
$3.00,"Katy Mills Mall, Entrance 5",South corner of 4th St and Broadway St,12:45 PM,"San Antonio, TX","Houston, TX",2hrs 45mins,3:30 PM
$3.00,815 Pierce St near Travis St,South corner of 4th St and Broadway St,3:00 PM,"San Antonio, TX","Houston, TX",4hrs 0mins,7:00 PM
$3.00,"Katy Mills Mall, Entrance 5",South corner of 4th St and Broadway St,3:45 PM,"San Antonio, TX","Houston, TX",3hrs 15mins,7:00 PM
$3.00,815 Pierce St near Travis St,South corner of 4th St and Broadway St,6:15 PM,"San Antonio, TX","Houston, TX",3hrs 45mins,10:00 PM
$3.00,"Katy Mills Mall, Entrance 5",South corner of 4th St and Broadway St,7:00 PM,"San Antonio, TX","Houston, TX",3hrs 0mins,10:00 PM
$48.00,200 E Washington St.,MARTA Civic Center - 435 W Peachtree St NW,4:20 AM,"Atlanta, GA","Indianapolis, IN",11hrs 0mins,3:20 PM
$48.00,200 E Washington St.,MARTA Civic Center - 435 W Peachtree St NW,1:55 PM,"Atlanta, GA","Indianapolis, IN",11hrs 5mins,1:00 AM
$28.00,200 E Washington St.,Eastgate Complex - 5600 Brainerd Rd.,4:20 AM,"Chattanooga, TN","Indianapolis, IN",8hrs 40mins,1:00 PM
$21.00,200 E Washington St.,Eastgate Complex - 5600 Brainerd Rd.,1:55 PM,"Chattanooga, TN","Indianapolis, IN",8hrs 45mins,10:40 PM
$18.00,200 E Washington St.,Union Station S Canal St south of Jackson Blvd.,3:15 AM,"Chicago, IL","Indianapolis, IN",3hrs 15mins,5:30 AM
$35.00,200 E Washington St.,Union Station S Canal St south of Jackson Blvd.,10:55 AM,"Chicago, IL","Indianapolis, IN",3hrs 15mins,1:10 PM
$35.00,200 E Washington St.,Union Station S Canal St south of Jackson Blvd.,2:15 PM,"Chicago, IL","Indianapolis, IN",3hrs 15mins,4:30 PM
$18.00,200 E Washington St.,Union Station S Canal St south of Jackson Blvd.,5:20 PM,"Chicago, IL","Indianapolis, IN",3hrs 15mins,7:35 PM
$33.00,200 E Washington St.,Union Station S Canal St south of Jackson Blvd.,6:45 PM,"Chicago, IL","Indianapolis, IN",3hrs 15mins,9:00 PM
$10.00,200 E Washington St.,Union Station S Canal St south of Jackson Blvd.,10:45 PM,"Chicago, IL","Indianapolis, IN",3hrs 15mins,1:00 AM
$6.00,200 E Washington St.,U of Cincinnati - W University Ave and Commons Way,10:20 AM,"Cincinnati, OH","Indianapolis, IN",2hrs 35mins,12:55 PM
$6.00,200 E Washington St.,1213 W Central Parkway,10:20 AM,"Cincinnati, OH","Indianapolis, IN",2hrs 50mins,1:10 PM
$6.00,200 E Washington St.,U of Cincinnati - W University Ave and Commons Way,3:20 PM,"Cincinnati, OH","Indianapolis, IN",2hrs 35mins,5:55 PM
$6.00,200 E Washington St.,1213 W Central Parkway,3:20 PM,"Cincinnati, OH","Indianapolis, IN",3hrs 0mins,6:20 PM
$6.00,200 E Washington St.,U of Cincinnati - W University Ave and Commons Way,7:55 PM,"Cincinnati, OH","Indianapolis, IN",2hrs 45mins,10:40 PM
$6.00,200 E Washington St.,1213 W Central Parkway,7:55 PM,"Cincinnati, OH","Indianapolis, IN",2hrs 55mins,10:50 PM
$5.00,200 E Washington St.,SE corner of Spring St and 4th St,1:20 PM,"Columbus, OH","Indianapolis, IN",3hrs 30mins,4:50 PM
$13.00,200 E Washington St.,SW Corner of W Liberty St and S 5th St,4:20 AM,"Louisville, KY","Indianapolis, IN",2hrs 40mins,7:00 AM
$10.00,200 E Washington St.,SW Corner of W Liberty St and S 5th St,1:55 PM,"Louisville, KY","Indianapolis, IN",2hrs 45mins,4:40 PM
$22.00,200 E Washington St.,704 4th Ave South,4:20 AM,"Nashville, TN","Indianapolis, IN",5hrs 40mins,9:00 AM
$15.00,200 E Washington St.,704 4th Ave South,1:55 PM,"Nashville, TN","Indianapolis, IN",5hrs 45mins,6:40 PM
$27.00,S Dubuque St. & East Court St.,Union Station S Canal St south of Jackson Blvd.,3:00 AM,"Chicago, IL","Iowa City, IA",4hrs 10mins,7:10 AM
$37.00,S Dubuque St. & East Court St.,Union Station S Canal St south of Jackson Blvd.,2:00 PM,"Chicago, IL","Iowa City, IA",4hrs 0mins,6:00 PM
$17.00,S Dubuque St. & East Court St.,Center St Park and Ride Bus Ramp,2:20 AM,"Des Moines, IA","Iowa City, IA",2hrs 10mins,4:30 AM
$17.00,S Dubuque St. & East Court St.,Center St Park and Ride Bus Ramp,3:25 PM,"Des Moines, IA","Iowa City, IA",2hrs 10mins,5:35 PM
$13.00,S Dubuque St. & East Court St.,Center St Park and Ride Bus Ramp,9:40 PM,"Des Moines, IA","Iowa City, IA",2hrs 10mins,11:50 PM
$5.00,S Dubuque St. & East Court St.,Crossroads Mall - N 72nd St between Dodge St and Cass St,2:20 AM,"Omaha, NE","Iowa City, IA",4hrs 30mins,6:50 AM
$15.00,S Dubuque St. & East Court St.,Crossroads Mall - N 72nd St between Dodge St and Cass St,3:25 PM,"Omaha, NE","Iowa City, IA",4hrs 30mins,7:55 PM
$1.00,213 N. Lamar Street b/t E Griffith St and E Amite St,MATA North End Terminal,2:50 AM,"Memphis, TN","Jackson, MS",4hrs 50mins,7:40 AM
$1.00,213 N. Lamar Street b/t E Griffith St and E Amite St,MATA North End Terminal,12:20 PM,"Memphis, TN","Jackson, MS",4hrs 50mins,5:10 PM
$1.00,213 N. Lamar Street b/t E Griffith St and E Amite St,MATA North End Terminal,7:50 PM,"Memphis, TN","Jackson, MS",4hrs 50mins,12:40 AM
$1.00,213 N. Lamar Street b/t E Griffith St and E Amite St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,2:50 AM,"New Orleans, LA","Jackson, MS",3hrs 20mins,6:10 AM
$13.00,213 N. Lamar Street b/t E Griffith St and E Amite St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,4:20 PM,"New Orleans, LA","Jackson, MS",3hrs 20mins,7:40 PM
$1.00,213 N. Lamar Street b/t E Griffith St and E Amite St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,8:50 PM,"New Orleans, LA","Jackson, MS",3hrs 20mins,12:10 AM
$1.00,213 N. Lamar Street b/t E Griffith St and E Amite St,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",2:50 AM,"Oxford, MS","Jackson, MS",3hrs 20mins,6:10 AM
$1.00,213 N. Lamar Street b/t E Griffith St and E Amite St,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",12:20 PM,"Oxford, MS","Jackson, MS",3hrs 20mins,3:40 PM
$1.00,213 N. Lamar Street b/t E Griffith St and E Amite St,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",7:50 PM,"Oxford, MS","Jackson, MS",3hrs 20mins,11:10 PM
$27.00,Jacksoville Skyway - Convention Center Stop,MARTA Civic Center - 435 W Peachtree St NW,9:00 AM,"Atlanta, GA","Jacksonville, FL",5hrs 45mins,2:45 PM
$27.00,Jacksoville Skyway - Convention Center Stop,MARTA Civic Center - 435 W Peachtree St NW,4:00 PM,"Atlanta, GA","Jacksonville, FL",5hrs 45mins,9:45 PM
$19.00,Jacksoville Skyway - Convention Center Stop,101-199 N Gertrude Ave,1:10 PM,"Orlando, FL","Jacksonville, FL",2hrs 35mins,3:45 PM
$9.00,Jacksoville Skyway - Convention Center Stop,101-199 N Gertrude Ave,10:40 PM,"Orlando, FL","Jacksonville, FL",2hrs 35mins,1:15 AM
$38.00,3rd & Grand MetroCenter,Union Station S Canal St south of Jackson Blvd.,11:30 AM,"Chicago, IL","Kansas City, MO",10hrs 10mins,9:40 PM
$38.00,3rd & Grand MetroCenter,Union Station S Canal St south of Jackson Blvd.,9:15 PM,"Chicago, IL","Kansas City, MO",10hrs 15mins,7:30 AM
$10.00,3rd & Grand MetroCenter,Wabash Station,11:30 AM,"Columbia, MO","Kansas City, MO",2hrs 30mins,2:00 PM
$25.00,3rd & Grand MetroCenter,West of Union Station - East Side of 21st St near Clark Ave,11:30 AM,"St Louis, MO","Kansas City, MO",4hrs 40mins,4:10 PM
$27.00,3rd & Grand MetroCenter,West of Union Station - East Side of 21st St near Clark Ave,9:15 PM,"St Louis, MO","Kansas City, MO",4hrs 25mins,1:40 AM
$24.00,Knoxville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,1:55 AM,"Atlanta, GA","Knoxville, TN",4hrs 10mins,6:05 AM
$15.00,Knoxville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,7:00 AM,"Atlanta, GA","Knoxville, TN",3hrs 30mins,10:30 AM
$24.00,Knoxville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,1:55 PM,"Atlanta, GA","Knoxville, TN",4hrs 10mins,6:05 PM
$15.00,Knoxville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,6:30 PM,"Atlanta, GA","Knoxville, TN",3hrs 30mins,10:00 PM
$51.00,Knoxville Transit Center,Downtown Terminal,4:10 AM,"Buffalo, NY","Knoxville, TN",16hrs 35mins,8:45 PM
$51.00,Knoxville Transit Center,Downtown Terminal,5:10 PM,"Buffalo, NY","Knoxville, TN",15hrs 35mins,8:45 AM
$14.00,Knoxville Transit Center,Eastgate Complex - 5600 Brainerd Rd.,1:55 AM,"Chattanooga, TN","Knoxville, TN",1hrs 50mins,3:45 AM
$14.00,Knoxville Transit Center,Eastgate Complex - 5600 Brainerd Rd.,1:55 PM,"Chattanooga, TN","Knoxville, TN",1hrs 50mins,3:45 PM
$17.00,Knoxville Transit Center,Falling Branch Park & Ride Exit 118A,10:30 AM,"Christiansburg, VA","Knoxville, TN",4hrs 15mins,2:45 PM
$17.00,Knoxville Transit Center,Falling Branch Park & Ride Exit 118A,11:00 PM,"Christiansburg, VA","Knoxville, TN",4hrs 15mins,3:15 AM
$33.00,Knoxville Transit Center,1213 W Central Parkway,4:10 AM,"Cincinnati, OH","Knoxville, TN",4hrs 55mins,9:05 AM
$36.00,Knoxville Transit Center,1213 W Central Parkway,5:10 PM,"Cincinnati, OH","Knoxville, TN",4hrs 55mins,10:05 PM
$79.00,Knoxville Transit Center,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",4:10 AM,"Cleveland, OH","Knoxville, TN",12hrs 35mins,4:45 PM
$89.00,Knoxville Transit Center,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",5:10 PM,"Cleveland, OH","Knoxville, TN",11hrs 35mins,4:45 AM
$39.00,Knoxville Transit Center,SE corner of Spring St and 4th St,4:10 AM,"Columbus, OH","Knoxville, TN",9hrs 35mins,1:45 PM
$39.00,Knoxville Transit Center,SE corner of Spring St and 4th St,5:10 PM,"Columbus, OH","Knoxville, TN",8hrs 35mins,1:45 AM
$59.00,Knoxville Transit Center,PSU Erie - Erie Lot (on College Dr next to tennis courts),4:10 AM,"Erie, PA","Knoxville, TN",14hrs 35mins,6:45 PM
$59.00,Knoxville Transit Center,PSU Erie - Erie Lot (on College Dr next to tennis courts),5:10 PM,"Erie, PA","Knoxville, TN",13hrs 35mins,6:45 AM
$16.00,Knoxville Transit Center,Lextran Transit Ctr - High Street side  185 East High Street,4:10 AM,"Lexington, KY","Knoxville, TN",3hrs 30mins,7:40 AM
$18.00,Knoxville Transit Center,Lextran Transit Ctr - High Street side  185 East High Street,5:10 PM,"Lexington, KY","Knoxville, TN",3hrs 30mins,8:40 PM
$73.00,Knoxville Transit Center,7th Ave & 28th St.,10:30 AM,"New York, NY","Knoxville, TN",16hrs 10mins,2:40 AM
$81.00,Knoxville Transit Center,7th Ave & 28th St.,11:00 PM,"New York, NY","Knoxville, TN",15hrs 30mins,2:30 PM
$25.00,Knoxville Transit Center,Union Station.,10:30 AM,"Washington, DC","Knoxville, TN",9hrs 0mins,7:30 PM
$29.00,Knoxville Transit Center,Union Station.,11:00 PM,"Washington, DC","Knoxville, TN",9hrs 0mins,8:00 AM
$5.00,RTC South Strip Transfer Terminal,Union Station's Patsaouras Transit Plaza Bay 8,12:30 AM,"Los Angeles, CA","Las Vegas, NV",5hrs 20mins,5:50 AM
$27.00,RTC South Strip Transfer Terminal,Union Station's Patsaouras Transit Plaza Bay 8,7:45 AM,"Los Angeles, CA","Las Vegas, NV",5hrs 45mins,1:30 PM
$27.00,RTC South Strip Transfer Terminal,Union Station's Patsaouras Transit Plaza Bay 
