fare,urlscraped,origcity,datescraped,destlocation,timescraped,origtime,destcity,origlocation,duration,desttime
$11.00,http://us.megabus.com/JourneyResults.aspx?originCode=142&destinationCode=132&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Washington, DC",2014-06-03,The Plaza at Main Street Station,21:06:37.709000,3:20 PM,"Richmond, VA",Union Station.,2hrs 40mins,6:00 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=142&destinationCode=132&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Washington, DC",2014-06-03,The Plaza at Main Street Station,21:06:37.710000,7:55 PM,"Richmond, VA",Union Station.,2hrs 20mins,10:15 PM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=142&destinationCode=132&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Washington, DC",2014-06-03,The Plaza at Main Street Station,21:06:37.711000,11:00 PM,"Richmond, VA",Union Station.,2hrs 10mins,1:10 AM
$40.00,http://us.megabus.com/JourneyResults.aspx?originCode=142&destinationCode=135&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Washington, DC",2014-06-03,Frank. J Lautenberg Station at Secaucus Junction,21:06:44.307000,8:50 AM,"Secaucus, NJ",Union Station.,5hrs 5mins,1:55 PM
$40.00,http://us.megabus.com/JourneyResults.aspx?originCode=142&destinationCode=135&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Washington, DC",2014-06-03,Frank. J Lautenberg Station at Secaucus Junction,21:06:44.309000,6:45 PM,"Secaucus, NJ",Union Station.,5hrs 5mins,11:50 PM
$53.00,http://us.megabus.com/JourneyResults.aspx?originCode=142&destinationCode=145&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Washington, DC",2014-06-03,Toronto Coach Terminal - 610 Bay Street,21:06:51.667000,8:00 PM,"Toronto, ON",Union Station.,14hrs 5mins,10:05 AM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,7th Ave & 28th St.,21:06:57.395000,7:10 AM,"New York, NY",SUNY Albany - Collins Circle,3hrs 5mins,10:15 AM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,7th Ave & 28th St.,21:06:57.396000,7:30 AM,"New York, NY",Rensselaer Station,2hrs 45mins,10:15 AM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,7th Ave & 28th St.,21:06:57.397000,10:25 AM,"New York, NY",SUNY Albany - Collins Circle,3hrs 5mins,1:30 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,7th Ave & 28th St.,21:06:57.398000,10:45 AM,"New York, NY",Rensselaer Station,2hrs 45mins,1:30 PM
$5.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,7th Ave & 28th St.,21:06:57.400000,7:00 PM,"New York, NY",SUNY Albany - Collins Circle,3hrs 5mins,10:05 PM
$5.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,7th Ave & 28th St.,21:06:57.401000,7:20 PM,"New York, NY",Rensselaer Station,2hrs 45mins,10:05 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,7th Ave & 28th St.,21:06:57.402000,9:50 PM,"New York, NY",SUNY Albany - Collins Circle,3hrs 5mins,12:55 AM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,7th Ave & 28th St.,21:06:57.404000,10:10 PM,"New York, NY",Rensselaer Station,2hrs 45mins,12:55 AM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=133&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,R17 Park and Ride,21:07:04.424000,7:10 AM,"Ridgewood, NJ",SUNY Albany - Collins Circle,2hrs 40mins,9:50 AM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=133&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,R17 Park and Ride,21:07:04.425000,7:30 AM,"Ridgewood, NJ",Rensselaer Station,2hrs 20mins,9:50 AM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=133&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,R17 Park and Ride,21:07:04.426000,10:25 AM,"Ridgewood, NJ",SUNY Albany - Collins Circle,2hrs 40mins,1:05 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=133&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,R17 Park and Ride,21:07:04.428000,10:45 AM,"Ridgewood, NJ",Rensselaer Station,2hrs 20mins,1:05 PM
$5.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=133&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,R17 Park and Ride,21:07:04.429000,7:00 PM,"Ridgewood, NJ",SUNY Albany - Collins Circle,2hrs 40mins,9:40 PM
$5.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=133&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,R17 Park and Ride,21:07:04.430000,7:20 PM,"Ridgewood, NJ",Rensselaer Station,2hrs 20mins,9:40 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=133&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,R17 Park and Ride,21:07:04.432000,9:50 PM,"Ridgewood, NJ",SUNY Albany - Collins Circle,2hrs 40mins,12:30 AM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=89&destinationCode=133&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Albany, NY",2014-06-03,R17 Park and Ride,21:07:04.433000,10:10 PM,"Ridgewood, NJ",Rensselaer Station,2hrs 20mins,12:30 AM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=90&destinationCode=96&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Amherst, MA",2014-06-03,Royal Tyler Theatre - University Place and Main St.,21:07:10.715000,6:30 PM,"Burlington, VT",Hampshire Mall b/t Cinemark and the Arizona Pizza Company,3hrs 30mins,10:00 PM
$34.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=105&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,SE corner of Spring St and 4th St,21:08:59.356000,1:00 PM,"Columbus, OH",MARTA Civic Center - 435 W Peachtree St NW,12hrs 45mins,1:45 AM
$20.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=105&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,SE corner of Spring St and 4th St,21:08:59.357000,11:59 PM,"Columbus, OH",MARTA Civic Center - 435 W Peachtree St NW,13hrs 46mins,1:45 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=131&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,Willard St. outside of Durham Station Transportation Center,21:09:05.883000,6:00 AM,"Durham, NC",MARTA Civic Center - 435 W Peachtree St NW,10hrs 10mins,4:10 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=131&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,Willard St. outside of Durham Station Transportation Center,21:09:05.884000,10:30 AM,"Durham, NC",MARTA Civic Center - 435 W Peachtree St NW,10hrs 30mins,9:00 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=131&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,Willard St. outside of Durham Station Transportation Center,21:09:05.886000,9:00 PM,"Durham, NC",MARTA Civic Center - 435 W Peachtree St NW,8hrs 30mins,5:30 AM
$89.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=108&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,PSU Erie - Erie Lot (on College Dr next to tennis courts),21:09:12.997000,1:00 PM,"Erie, PA",MARTA Civic Center - 435 W Peachtree St NW,17hrs 45mins,6:45 AM
$89.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=108&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,PSU Erie - Erie Lot (on College Dr next to tennis courts),21:09:12.998000,11:59 PM,"Erie, PA",MARTA Civic Center - 435 W Peachtree St NW,18hrs 46mins,6:45 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=455&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,Fayetteville Transit Center,21:09:18.457000,6:00 AM,"Fayetteville, NC",MARTA Civic Center - 435 W Peachtree St NW,8hrs 35mins,2:35 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=455&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,Fayetteville Transit Center,21:09:18.458000,10:30 AM,"Fayetteville, NC",MARTA Civic Center - 435 W Peachtree St NW,9hrs 0mins,7:30 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=455&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,Fayetteville Transit Center,21:09:18.459000,9:00 PM,"Fayetteville, NC",MARTA Civic Center - 435 W Peachtree St NW,7hrs 0mins,4:00 AM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=296&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,21:09:25.748000,12:15 PM,"Gainesville, FL",MARTA Civic Center - 435 W Peachtree St NW,6hrs 30mins,6:45 PM
$27.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=296&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,21:09:25.749000,11:59 PM,"Gainesville, FL",MARTA Civic Center - 435 W Peachtree St NW,6hrs 26mins,6:25 AM
$48.00,http://us.megabus.com/JourneyResults.aspx?originCode=289&destinationCode=115&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Atlanta, GA",2014-06-03,200 E Washington St.,21:09:28.975000,6:00 AM,"Indianapolis, IN",MARTA Civic Center - 435 W Peachtree St NW,11hrs 20mins,5:20 PM
